Route,ORIGIN,ORIGIN_City_State,Origin_City,Origin_State,DEST,Dest_City_State,Dest_City,Dest_State,DISTANCE
2252,FCA,"Kalispell, MT",Kalispell,MT,LAS,"Las Vegas, NV",Las Vegas,NV,845
2253,FCA,"Kalispell, MT",Kalispell,MT,LAX,"Los Angeles, CA",Los Angeles,CA,1014
2254,FCA,"Kalispell, MT",Kalispell,MT,MSP,"Minneapolis, MN",Minneapolis,MN,1026
2255,FCA,"Kalispell, MT",Kalispell,MT,OAK,"Oakland, CA",Oakland,CA,834
2256,FCA,"Kalispell, MT",Kalispell,MT,ORD,"Chicago, IL",Chicago,IL,1352
2257,FCA,"Kalispell, MT",Kalispell,MT,SFO,"San Francisco, CA",San Francisco,CA,844
2258,FCA,"Kalispell, MT",Kalispell,MT,SLC,"Salt Lake City, UT",Salt Lake City,UT,531
2259,FLG,"Flagstaff, AZ",Flagstaff,AZ,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,853
2260,FLG,"Flagstaff, AZ",Flagstaff,AZ,LAX,"Los Angeles, CA",Los Angeles,CA,393
2261,FLG,"Flagstaff, AZ",Flagstaff,AZ,PHX,"Phoenix, AZ",Phoenix,AZ,119
2262,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,ABE,"Allentown/Bethlehem/Easton, PA",Allentown/Bethlehem/Easton,PA,1041
2263,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,ACY,"Atlantic City, NJ",Atlantic City,NJ,977
2264,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,ALB,"Albany, NY",Albany,NY,1204
2265,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,ATL,"Atlanta, GA",Atlanta,GA,581
2266,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,AUS,"Austin, TX",Austin,TX,1105
2267,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,AVL,"Asheville, NC",Asheville,NC,660
2268,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,BDL,"Hartford, CT",Hartford,CT,1173
2269,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,BHM,"Birmingham, AL",Birmingham,AL,650
2270,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,BLV,"Belleville, IL",Belleville,IL,1028
2271,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,BNA,"Nashville, TN",Nashville,TN,793
2272,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,BOS,"Boston, MA",Boston,MA,1237
2273,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,BQN,"Aguadilla, PR",Aguadilla,PR,982
2274,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,BUF,"Buffalo, NY",Buffalo,NY,1166
2275,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,BWI,"Baltimore, MD",Baltimore,MD,925
2276,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,CAK,"Akron, OH",Akron,OH,1026
2277,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,CHS,"Charleston, SC",Charleston,SC,470
2278,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,CLE,"Cleveland, OH",Cleveland,OH,1062
2279,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,CLT,"Charlotte, NC",Charlotte,NC,632
2280,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,CMH,"Columbus, OH",Columbus,OH,973
2281,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,CVG,"Cincinnati, OH",Cincinnati,OH,932
2282,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,DAL,"Dallas, TX",Dallas,TX,1108
2283,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,DCA,"Washington, DC",Washington,DC,899
2284,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,DEN,"Denver, CO",Denver,CO,1703
2285,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,1119
2286,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,DTW,"Detroit, MI",Detroit,MI,1127
2287,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,EWR,"Newark, NJ",Newark,NJ,1065
2288,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,FNT,"Flint, MI",Flint,MI,1182
2289,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,GRR,"Grand Rapids, MI",Grand Rapids,MI,1198
2290,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,GSO,"Greensboro/High Point, NC",Greensboro/High Point,NC,691
2291,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,GSP,"Greer, SC",Greer,SC,620
2292,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,HDN,"Hayden, CO",Hayden,CO,1843
2293,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,HOU,"Houston, TX",Houston,TX,957
2294,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,HPN,"White Plains, NY",White Plains,NY,1097
2295,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,IAD,"Washington, DC",Washington,DC,901
2296,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,IAG,"Niagara Falls, NY",Niagara Falls,NY,1176
2297,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,IAH,"Houston, TX",Houston,TX,966
2298,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,IND,"Indianapolis, IN",Indianapolis,IN,1005
2299,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,ISP,"Islip, NY",Islip,NY,1092
2300,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,JAX,"Jacksonville, FL",Jacksonville,FL,319
2301,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,JFK,"New York, NY",New York,NY,1069
2302,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,LAS,"Las Vegas, NV",Las Vegas,NV,2173
2303,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,LAX,"Los Angeles, CA",Los Angeles,CA,2343
2304,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,LBE,"Latrobe, PA",Latrobe,PA,980
2305,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,LCK,"Columbus, OH",Columbus,OH,961
2306,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,LEX,"Lexington, KY",Lexington,KY,865
2307,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,LGA,"New York, NY",New York,NY,1076
2308,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,LGB,"Long Beach, CA",Long Beach,CA,2327
2309,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,MCI,"Kansas City, MO",Kansas City,MO,1242
2310,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,MCO,"Orlando, FL",Orlando,FL,177
2311,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,MDW,"Chicago, IL",Chicago,IL,1167
2312,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,MEM,"Memphis, TN",Memphis,TN,851
2313,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,MHT,"Manchester, NH",Manchester,NH,1262
2314,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,MKE,"Milwaukee, WI",Milwaukee,WI,1243
2315,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,MSP,"Minneapolis, MN",Minneapolis,MN,1487
2316,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,MSY,"New Orleans, LA",New Orleans,LA,674
2317,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,MYR,"Myrtle Beach, SC",Myrtle Beach,SC,529
2318,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,OKC,"Oklahoma City, OK",Oklahoma City,OK,1218
2319,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,ORD,"Chicago, IL",Chicago,IL,1182
2320,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,ORF,"Norfolk, VA",Norfolk,VA,781
2321,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,ORH,"Worcester, MA",Worcester,MA,1211
2322,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,PBG,"Plattsburgh, NY",Plattsburgh,NY,1334
2323,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,PHL,"Philadelphia, PA",Philadelphia,PA,992
2324,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,PHX,"Phoenix, AZ",Phoenix,AZ,1972
2325,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,PIT,"Pittsburgh, PA",Pittsburgh,PA,994
2326,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,PVD,"Providence, RI",Providence,RI,1188
2327,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,RDU,"Raleigh/Durham, NC",Raleigh/Durham,NC,680
2328,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,RIC,"Richmond, VA",Richmond,VA,805
2329,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,SAN,"San Diego, CA",San Diego,CA,2269
2330,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,SAT,"San Antonio, TX",San Antonio,TX,1145
2331,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,SDF,"Louisville, KY",Louisville,KY,895
2332,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,SEA,"Seattle, WA",Seattle,WA,2717
2333,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,SFO,"San Francisco, CA",San Francisco,CA,2584
2334,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,SJU,"San Juan, PR",San Juan,PR,1046
2335,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,SLC,"Salt Lake City, UT",Salt Lake City,UT,2084
2336,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,STL,"St. Louis, MO",St. Louis,MO,1057
2337,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,STT,"Charlotte Amalie, VI",Charlotte Amalie,VI,1107
2338,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,STX,"Christiansted, VI",Christiansted,VI,1140
2339,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,SWF,"Newburgh/Poughkeepsie, NY",Newburgh/Poughkeepsie,NY,1118
2340,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,SYR,"Syracuse, NY",Syracuse,NY,1197
2341,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,TPA,"Tampa, FL",Tampa,FL,197
2342,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,TTN,"Trenton, NJ",Trenton,NJ,1026
2343,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,TYS,"Knoxville, TN",Knoxville,TN,708
2344,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,USA,"CONCORD, NC",CONCORD,NC,643
2345,FLO,"Florence, SC",Florence,SC,CLT,"Charlotte, NC",Charlotte,NC,99
2346,FNT,"Flint, MI",Flint,MI,ATL,"Atlanta, GA",Atlanta,GA,645
2347,FNT,"Flint, MI",Flint,MI,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,1182
2348,FNT,"Flint, MI",Flint,MI,MCO,"Orlando, FL",Orlando,FL,1011
2349,FNT,"Flint, MI",Flint,MI,MDW,"Chicago, IL",Chicago,IL,221
2350,FNT,"Flint, MI",Flint,MI,MSP,"Minneapolis, MN",Minneapolis,MN,491
2351,FNT,"Flint, MI",Flint,MI,MYR,"Myrtle Beach, SC",Myrtle Beach,SC,692
2352,FNT,"Flint, MI",Flint,MI,ORD,"Chicago, IL",Chicago,IL,223
2353,FNT,"Flint, MI",Flint,MI,PGD,"Punta Gorda, FL",Punta Gorda,FL,1111
2354,FNT,"Flint, MI",Flint,MI,PIE,"St. Petersburg, FL",St. Petersburg,FL,1040
2355,FNT,"Flint, MI",Flint,MI,RSW,"Fort Myers, FL",Fort Myers,FL,1138
2356,FNT,"Flint, MI",Flint,MI,SFB,"Sanford, FL",Sanford,FL,988
2357,FNT,"Flint, MI",Flint,MI,TPA,"Tampa, FL",Tampa,FL,1036
2358,FSD,"Sioux Falls, SD",Sioux Falls,SD,ATL,"Atlanta, GA",Atlanta,GA,954
2359,FSD,"Sioux Falls, SD",Sioux Falls,SD,AZA,"Phoenix, AZ",Phoenix,AZ,1072
2360,FSD,"Sioux Falls, SD",Sioux Falls,SD,DEN,"Denver, CO",Denver,CO,483
2361,FSD,"Sioux Falls, SD",Sioux Falls,SD,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,737
2362,FSD,"Sioux Falls, SD",Sioux Falls,SD,LAS,"Las Vegas, NV",Las Vegas,NV,1104
2363,FSD,"Sioux Falls, SD",Sioux Falls,SD,LAX,"Los Angeles, CA",Los Angeles,CA,1340
2364,FSD,"Sioux Falls, SD",Sioux Falls,SD,MSP,"Minneapolis, MN",Minneapolis,MN,196
2365,FSD,"Sioux Falls, SD",Sioux Falls,SD,ORD,"Chicago, IL",Chicago,IL,462
2366,FSD,"Sioux Falls, SD",Sioux Falls,SD,PHX,"Phoenix, AZ",Phoenix,AZ,1081
2367,FSD,"Sioux Falls, SD",Sioux Falls,SD,PIE,"St. Petersburg, FL",St. Petersburg,FL,1334
2368,FSD,"Sioux Falls, SD",Sioux Falls,SD,SFB,"Sanford, FL",Sanford,FL,1334
2369,FSM,"Fort Smith, AR",Fort Smith,AR,ATL,"Atlanta, GA",Atlanta,GA,579
2370,FSM,"Fort Smith, AR",Fort Smith,AR,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,227
2371,FWA,"Fort Wayne, IN",Fort Wayne,IN,ATL,"Atlanta, GA",Atlanta,GA,508
2372,FWA,"Fort Wayne, IN",Fort Wayne,IN,AZA,"Phoenix, AZ",Phoenix,AZ,1546
2373,FWA,"Fort Wayne, IN",Fort Wayne,IN,CLT,"Charlotte, NC",Charlotte,NC,460
2374,FWA,"Fort Wayne, IN",Fort Wayne,IN,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,859
2375,FWA,"Fort Wayne, IN",Fort Wayne,IN,DTW,"Detroit, MI",Detroit,MI,128
2376,FWA,"Fort Wayne, IN",Fort Wayne,IN,EWR,"Newark, NJ",Newark,NJ,578
2377,FWA,"Fort Wayne, IN",Fort Wayne,IN,MSP,"Minneapolis, MN",Minneapolis,MN,488
2378,FWA,"Fort Wayne, IN",Fort Wayne,IN,MYR,"Myrtle Beach, SC",Myrtle Beach,SC,610
2379,FWA,"Fort Wayne, IN",Fort Wayne,IN,ORD,"Chicago, IL",Chicago,IL,157
2380,FWA,"Fort Wayne, IN",Fort Wayne,IN,PGD,"Punta Gorda, FL",Punta Gorda,FL,986
2381,FWA,"Fort Wayne, IN",Fort Wayne,IN,PIE,"St. Petersburg, FL",St. Petersburg,FL,912
2382,FWA,"Fort Wayne, IN",Fort Wayne,IN,SFB,"Sanford, FL",Sanford,FL,870
2383,GCC,"Gillette, WY",Gillette,WY,DEN,"Denver, CO",Denver,CO,313
2384,GCK,"Garden City, KS",Garden City,KS,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,404
2385,GEG,"Spokane, WA",Spokane,WA,BOI,"Boise, ID",Boise,ID,287
2386,GEG,"Spokane, WA",Spokane,WA,DEN,"Denver, CO",Denver,CO,836
2387,GEG,"Spokane, WA",Spokane,WA,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,1477
2388,GEG,"Spokane, WA",Spokane,WA,LAS,"Las Vegas, NV",Las Vegas,NV,806
2389,GEG,"Spokane, WA",Spokane,WA,LAX,"Los Angeles, CA",Los Angeles,CA,945
2390,GEG,"Spokane, WA",Spokane,WA,LWS,"Lewiston, ID",Lewiston,ID,89
2391,GEG,"Spokane, WA",Spokane,WA,MDW,"Chicago, IL",Chicago,IL,1511
2392,GEG,"Spokane, WA",Spokane,WA,MSP,"Minneapolis, MN",Minneapolis,MN,1175
2393,GEG,"Spokane, WA",Spokane,WA,OAK,"Oakland, CA",Oakland,CA,723
2394,GEG,"Spokane, WA",Spokane,WA,ORD,"Chicago, IL",Chicago,IL,1498
2395,GEG,"Spokane, WA",Spokane,WA,PDX,"Portland, OR",Portland,OR,279
2396,GEG,"Spokane, WA",Spokane,WA,PHX,"Phoenix, AZ",Phoenix,AZ,1020
2397,GEG,"Spokane, WA",Spokane,WA,SAN,"San Diego, CA",San Diego,CA,1027
2398,GEG,"Spokane, WA",Spokane,WA,SEA,"Seattle, WA",Seattle,WA,224
2399,GEG,"Spokane, WA",Spokane,WA,SFO,"San Francisco, CA",San Francisco,CA,733
2400,GEG,"Spokane, WA",Spokane,WA,SJC,"San Jose, CA",San Jose,CA,742
2401,GEG,"Spokane, WA",Spokane,WA,SLC,"Salt Lake City, UT",Salt Lake City,UT,546
2402,GEG,"Spokane, WA",Spokane,WA,SMF,"Sacramento, CA",Sacramento,CA,649
2403,GFK,"Grand Forks, ND",Grand Forks,ND,AZA,"Phoenix, AZ",Phoenix,AZ,1260
2404,GFK,"Grand Forks, ND",Grand Forks,ND,ISN,"Williston, ND",Williston,ND,300
2405,GFK,"Grand Forks, ND",Grand Forks,ND,LAS,"Las Vegas, NV",Las Vegas,NV,1230
2406,GFK,"Grand Forks, ND",Grand Forks,ND,MSP,"Minneapolis, MN",Minneapolis,MN,284
2407,GFK,"Grand Forks, ND",Grand Forks,ND,SFB,"Sanford, FL",Sanford,FL,1573
2408,GGG,"Longview, TX",Longview,TX,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,140
2409,GJT,"Grand Junction, CO",Grand Junction,CO,ASE,"Aspen, CO",Aspen,CO,89
2410,GJT,"Grand Junction, CO",Grand Junction,CO,ATL,"Atlanta, GA",Atlanta,GA,1391
2411,GJT,"Grand Junction, CO",Grand Junction,CO,AZA,"Phoenix, AZ",Phoenix,AZ,437
2412,GJT,"Grand Junction, CO",Grand Junction,CO,DEN,"Denver, CO",Denver,CO,212
2413,GJT,"Grand Junction, CO",Grand Junction,CO,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,773
2414,GJT,"Grand Junction, CO",Grand Junction,CO,IAH,"Houston, TX",Houston,TX,979
2415,GJT,"Grand Junction, CO",Grand Junction,CO,LAS,"Las Vegas, NV",Las Vegas,NV,420
2416,GJT,"Grand Junction, CO",Grand Junction,CO,LAX,"Los Angeles, CA",Los Angeles,CA,655
2417,GJT,"Grand Junction, CO",Grand Junction,CO,ORD,"Chicago, IL",Chicago,IL,1100
2418,GJT,"Grand Junction, CO",Grand Junction,CO,PHX,"Phoenix, AZ",Phoenix,AZ,438
2419,GJT,"Grand Junction, CO",Grand Junction,CO,SFO,"San Francisco, CA",San Francisco,CA,758
2420,GJT,"Grand Junction, CO",Grand Junction,CO,SLC,"Salt Lake City, UT",Salt Lake City,UT,216
2421,GNV,"Gainesville, FL",Gainesville,FL,ATL,"Atlanta, GA",Atlanta,GA,300
2422,GNV,"Gainesville, FL",Gainesville,FL,CLT,"Charlotte, NC",Charlotte,NC,388
2423,GNV,"Gainesville, FL",Gainesville,FL,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,900
2424,GNV,"Gainesville, FL",Gainesville,FL,MIA,"Miami, FL",Miami,FL,294
2425,GPT,"Gulfport/Biloxi, MS",Gulfport/Biloxi,MS,ATL,"Atlanta, GA",Atlanta,GA,352
2426,GPT,"Gulfport/Biloxi, MS",Gulfport/Biloxi,MS,CLT,"Charlotte, NC",Charlotte,NC,577
2427,GPT,"Gulfport/Biloxi, MS",Gulfport/Biloxi,MS,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,500
2428,GPT,"Gulfport/Biloxi, MS",Gulfport/Biloxi,MS,IAH,"Houston, TX",Houston,TX,376
2429,GPT,"Gulfport/Biloxi, MS",Gulfport/Biloxi,MS,SFB,"Sanford, FL",Sanford,FL,485
2430,GRB,"Green Bay, WI",Green Bay,WI,ATL,"Atlanta, GA",Atlanta,GA,774
2431,GRB,"Green Bay, WI",Green Bay,WI,CMX,"Hancock/Houghton, MI",Hancock/Houghton,MI,186
2432,GRB,"Green Bay, WI",Green Bay,WI,DEN,"Denver, CO",Denver,CO,905
2433,GRB,"Green Bay, WI",Green Bay,WI,DTW,"Detroit, MI",Detroit,MI,287
2434,GRB,"Green Bay, WI",Green Bay,WI,MQT,"Marquette, MI",Marquette,MI,134
2435,GRB,"Green Bay, WI",Green Bay,WI,MSP,"Minneapolis, MN",Minneapolis,MN,252
2436,GRB,"Green Bay, WI",Green Bay,WI,ORD,"Chicago, IL",Chicago,IL,173
2437,GRI,"Grand Island, NE",Grand Island,NE,AZA,"Phoenix, AZ",Phoenix,AZ,905
2438,GRI,"Grand Island, NE",Grand Island,NE,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,561
2439,GRI,"Grand Island, NE",Grand Island,NE,LAS,"Las Vegas, NV",Las Vegas,NV,971
2440,GRK,"Killeen, TX",Killeen,TX,ATL,"Atlanta, GA",Atlanta,GA,803
2441,GRK,"Killeen, TX",Killeen,TX,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,134
2442,GRK,"Killeen, TX",Killeen,TX,IAH,"Houston, TX",Houston,TX,166
2443,GRR,"Grand Rapids, MI",Grand Rapids,MI,ATL,"Atlanta, GA",Atlanta,GA,640
2444,GRR,"Grand Rapids, MI",Grand Rapids,MI,AZA,"Phoenix, AZ",Phoenix,AZ,1561
2445,GRR,"Grand Rapids, MI",Grand Rapids,MI,BNA,"Nashville, TN",Nashville,TN,470
2446,GRR,"Grand Rapids, MI",Grand Rapids,MI,BWI,"Baltimore, MD",Baltimore,MD,528
2447,GRR,"Grand Rapids, MI",Grand Rapids,MI,CLT,"Charlotte, NC",Charlotte,NC,583
2448,GRR,"Grand Rapids, MI",Grand Rapids,MI,DCA,"Washington, DC",Washington,DC,524
2449,GRR,"Grand Rapids, MI",Grand Rapids,MI,DEN,"Denver, CO",Denver,CO,1015
2450,GRR,"Grand Rapids, MI",Grand Rapids,MI,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,931
2451,GRR,"Grand Rapids, MI",Grand Rapids,MI,DTW,"Detroit, MI",Detroit,MI,120
2452,GRR,"Grand Rapids, MI",Grand Rapids,MI,EWR,"Newark, NJ",Newark,NJ,605
2453,GRR,"Grand Rapids, MI",Grand Rapids,MI,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,1198
2454,GRR,"Grand Rapids, MI",Grand Rapids,MI,IAD,"Washington, DC",Washington,DC,501
2455,GRR,"Grand Rapids, MI",Grand Rapids,MI,IAH,"Houston, TX",Houston,TX,1042
2456,GRR,"Grand Rapids, MI",Grand Rapids,MI,LAS,"Las Vegas, NV",Las Vegas,NV,1642
2457,GRR,"Grand Rapids, MI",Grand Rapids,MI,LGA,"New York, NY",New York,NY,618
2458,GRR,"Grand Rapids, MI",Grand Rapids,MI,MCO,"Orlando, FL",Orlando,FL,1024
2459,GRR,"Grand Rapids, MI",Grand Rapids,MI,MDW,"Chicago, IL",Chicago,IL,137
2460,GRR,"Grand Rapids, MI",Grand Rapids,MI,MIA,"Miami, FL",Miami,FL,1214
2461,GRR,"Grand Rapids, MI",Grand Rapids,MI,MSP,"Minneapolis, MN",Minneapolis,MN,408
2462,GRR,"Grand Rapids, MI",Grand Rapids,MI,ORD,"Chicago, IL",Chicago,IL,137
2463,GRR,"Grand Rapids, MI",Grand Rapids,MI,PGD,"Punta Gorda, FL",Punta Gorda,FL,1118
2464,GRR,"Grand Rapids, MI",Grand Rapids,MI,PHL,"Philadelphia, PA",Philadelphia,PA,573
2465,GRR,"Grand Rapids, MI",Grand Rapids,MI,PHX,"Phoenix, AZ",Phoenix,AZ,1574
2466,GRR,"Grand Rapids, MI",Grand Rapids,MI,PIE,"St. Petersburg, FL",St. Petersburg,FL,1044
2467,GRR,"Grand Rapids, MI",Grand Rapids,MI,RSW,"Fort Myers, FL",Fort Myers,FL,1147
2468,GRR,"Grand Rapids, MI",Grand Rapids,MI,SAV,"Savannah, GA",Savannah,GA,778
2469,GRR,"Grand Rapids, MI",Grand Rapids,MI,SFB,"Sanford, FL",Sanford,FL,1001
2470,GRR,"Grand Rapids, MI",Grand Rapids,MI,SRQ,"Sarasota/Bradenton, FL",Sarasota/Bradenton,FL,1080
2471,GRR,"Grand Rapids, MI",Grand Rapids,MI,TPA,"Tampa, FL",Tampa,FL,1041
2472,GSO,"Greensboro/High Point, NC",Greensboro/High Point,NC,ATL,"Atlanta, GA",Atlanta,GA,306
2473,GSO,"Greensboro/High Point, NC",Greensboro/High Point,NC,CLT,"Charlotte, NC",Charlotte,NC,83
2474,GSO,"Greensboro/High Point, NC",Greensboro/High Point,NC,DCA,"Washington, DC",Washington,DC,248
2475,GSO,"Greensboro/High Point, NC",Greensboro/High Point,NC,DEN,"Denver, CO",Denver,CO,1370
2476,GSO,"Greensboro/High Point, NC",Greensboro/High Point,NC,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,999
2477,GSO,"Greensboro/High Point, NC",Greensboro/High Point,NC,DTW,"Detroit, MI",Detroit,MI,460
2478,GSO,"Greensboro/High Point, NC",Greensboro/High Point,NC,EWR,"Newark, NJ",Newark,NJ,445
2479,GSO,"Greensboro/High Point, NC",Greensboro/High Point,NC,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,691
2480,GSO,"Greensboro/High Point, NC",Greensboro/High Point,NC,IAD,"Washington, DC",Washington,DC,239
2481,GSO,"Greensboro/High Point, NC",Greensboro/High Point,NC,IAH,"Houston, TX",Houston,TX,987
2482,GSO,"Greensboro/High Point, NC",Greensboro/High Point,NC,LGA,"New York, NY",New York,NY,461
2483,GSO,"Greensboro/High Point, NC",Greensboro/High Point,NC,MCO,"Orlando, FL",Orlando,FL,535
2484,GSO,"Greensboro/High Point, NC",Greensboro/High Point,NC,MIA,"Miami, FL",Miami,FL,710
2485,GSO,"Greensboro/High Point, NC",Greensboro/High Point,NC,ORD,"Chicago, IL",Chicago,IL,589
2486,GSO,"Greensboro/High Point, NC",Greensboro/High Point,NC,PHL,"Philadelphia, PA",Philadelphia,PA,365
2487,GSO,"Greensboro/High Point, NC",Greensboro/High Point,NC,PIE,"St. Petersburg, FL",St. Petersburg,FL,587
2488,GSO,"Greensboro/High Point, NC",Greensboro/High Point,NC,SFB,"Sanford, FL",Sanford,FL,510
2489,GSO,"Greensboro/High Point, NC",Greensboro/High Point,NC,TPA,"Tampa, FL",Tampa,FL,580
2490,GSP,"Greer, SC",Greer,SC,ATL,"Atlanta, GA",Atlanta,GA,153
2491,GSP,"Greer, SC",Greer,SC,CLT,"Charlotte, NC",Charlotte,NC,75
2492,GSP,"Greer, SC",Greer,SC,DAL,"Dallas, TX",Dallas,TX,852
2493,GSP,"Greer, SC",Greer,SC,DCA,"Washington, DC",Washington,DC,396
2494,GSP,"Greer, SC",Greer,SC,DEN,"Denver, CO",Denver,CO,1278
2495,GSP,"Greer, SC",Greer,SC,DFW,"Dallas/Fort Worth, TX",Dallas/Fort Worth,TX,862
2496,GSP,"Greer, SC",Greer,SC,DTW,"Detroit, MI",Detroit,MI,508
2497,GSP,"Greer, SC",Greer,SC,EWR,"Newark, NJ",Newark,NJ,594
2498,GSP,"Greer, SC",Greer,SC,FLL,"Fort Lauderdale, FL",Fort Lauderdale,FL,620
2499,GSP,"Greer, SC",Greer,SC,FWA,"Fort Wayne, IN",Fort Wayne,IN,450
